NationalDatabaseNumber,Species,Region,Country,City-fromstrandingstable,County,State,BodyofWater,LocalityDetail,Latitude,ConversionLAT,LatitudeUnits,LatitudeActualEstimate,Longitude,ConversionLONG,LongitudeUnits,LongitudeActualEstimate,Howlatlongdetermined,ObservationDate,SickFlag,InjuredFlag,OutofHabitatFlag,DeemedHealthyReleasableFlag,AbandonedOrphanedFlag,InaccesibleFlag,LocationHazardoustoAnimal,LocationHazardousPublic,UnknownCBDFlag,ConditionOtherFlag,ConditionOtherDescription,EntangledFlag,Sex,AgeClass
NE-2013-1150924,truncatus,NE,United States,Lavalette,Ocean,NJ,Atlantic Ocean,Ortley Ave beach,39.977913,39.977913,decimal degrees,estimate,74.063914,-74.063914,decimal degrees,estimate,Internet,2013-AUG-09,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1150925,truncatus,NE,United States,Town Bank,Cape May,NJ,Atlantic Ocean,Approximately 150 yards north of pinewoods and shore roads on delaware bay.,38.996299,38.996299,decimal degrees,estimate,74.957258,-74.957258,decimal degrees,estimate,Internet,2013-AUG-10,Y,N,N,N,N,N,Y,N,N,N,,,MALE,ADULT
NE-2013-1150767,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,17th Street Beach,39.267427,39.267427,decimal degrees,estimate,74.584308,-74.584308,decimal degrees,estimate,Internet,2013-AUG-01,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1150768,truncatus,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,On top of 6th street jetty,39.110081,39.110081,decimal degrees,estimate,74.707937,-74.707937,decimal degrees,estimate,Internet,2013-AUG-02,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1150926,truncatus,NE,United States,Sandy Hook,Monmouth,NJ,Atlantic Ocean,"100 yards off the beach, floating",40.401636,40.401636,decimal degrees,estimate,73.980237,-73.980237,decimal degrees,estimate,Internet,2013-AUG-11,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1150927,truncatus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,IBSP between bathing beaches 1 and 2,39.851214,39.851214,decimal degrees,estimate,74.085387,-74.085387,decimal degrees,estimate,Internet,2013-AUG-11,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1154969,delphis,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,Beach at the The Cove,39.38217,39.38217,decimal degrees,estimate,74.415077,-74.415077,decimal degrees,estimate,Internet,2013-OCT-08,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1150769,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,Next to jetty at Jackson Street Beach,38.928612,38.928612,decimal degrees,estimate,74.921528,-74.921528,decimal degrees,estimate,Internet,2013-AUG-03,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1150770,truncatus,NE,United States,"Holgate, LBI",Ocean,NJ,Atlantic Ocean,Forsyth WMA at 3500 mark on beach,39.525051,39.525051,decimal degrees,estimate,74.273927,-74.273927,decimal degrees,estimate,Internet,2013-AUG-06,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1150771,truncatus,NE,United States,Mantoloking,Ocean,NJ,Atlantic Ocean,1431 Ocean Ave Beach,40.033167,40.033167,decimal degrees,estimate,74.049592,-74.049592,decimal degrees,estimate,Internet,2013-AUG-07,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2012-1150772,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,on Beach behind convention center,38.930171,38.930171,decimal degrees,estimate,74.917533,-74.917533,decimal degrees,estimate,Internet,2012-AUG-07,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1154970,delphis,NE,United States,Villas,Cape May,NJ,Atlantic Ocean,Just south fo broadway beach on Delaware Bay,39.011525,39.011525,decimal degrees,estimate,74.951502,-74.951502,decimal degrees,estimate,Internet,2013-OCT-12,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1154971,truncatus,NE,United States,Surf City,Ocean,NJ,Atlantic Ocean,17th street and the beach,39.66443,39.66443,decimal degrees,estimate,74.160887,-74.160887,decimal degrees,estimate,Internet,2013-OCT-27,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1154972,truncatus,NE,United States,Sandy Hook,Monmouth,NJ,Atlantic Ocean,"Gunnison Beach, approximately 3/4 mile south of access road",40.449518,40.449518,decimal degrees,estimate,73.984765,-73.984765,decimal degrees,estimate,Internet,2013-NOV-01,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1154973,novaeangliae,NE,United States,Spring Lake,Monmouth,NJ,Atlantic Ocean,2 miles offshore,40.14125,40.14125,decimal degrees,estimate,73.9995,-73.9995,decimal degrees,estimate,Internet,2013-NOV-14,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1154974,delphis,NE,United States,Point Pleasant Beach,Ocean,NJ,Atlantic Ocean,Parkway and the beach,40.094415,40.094415,decimal degrees,estimate,74.034818,-74.034818,decimal degrees,estimate,Internet,2013-DEC-22,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1154975,truncatus,NE,United States,"Del Haven, Middle Twp",Cape May,NJ,Atlantic Ocean,at the end of Millman Blvd and Delaware Bay,39.050269,39.050269,decimal degrees,estimate,74.92779,-74.92779,decimal degrees,estimate,Internet,2013-OCT-20,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1152027,truncatus,NE,United States,Wildwood Crest,Cape May,NJ,Atlantic Ocean,Stanton Road beach,38.967815,38.967815,decimal degrees,estimate,74.832504,-74.832504,decimal degrees,estimate,Internet,2013-AUG-08,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1149380,truncatus,NE,United States,"Spray Beach, LBI",Ocean,NJ,Atlantic Ocean,Between 32nd and 33rd street on the beach,39.581884,39.581884,decimal degrees,estimate,74.221947,-74.221947,decimal degrees,estimate,Internet,2013-JUL-18,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1150147,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,Madison Ave Beach,38.930751,38.930751,decimal degrees,estimate,74.910195,-74.910195,decimal degrees,estimate,Internet,2013-AUG-22,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1150148,truncatus,NE,United States,"LBI, Brant Beach",Ocean,NJ,Atlantic Ocean,49th Street and the beach,39.626379,39.626379,decimal degrees,estimate,74.189991,-74.189991,decimal degrees,estimate,Internet,2013-AUG-18,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1154898,truncatus,NE,United States,Beach Haven Terrace,Ocean,NJ,Atlantic Ocean,"LBI, 133rd Street and the Beach",39.583198,39.583198,decimal degrees,estimate,74.220849,-74.220849,decimal degrees,estimate,Internet,2013-OCT-08,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2013-1151930,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,54th street beach,39.224981,39.224981,decimal degrees,estimate,74.631887,-74.631887,decimal degrees,estimate,Internet,2013-SEP-27,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2013-1151931,truncatus,NE,United States,Lavallette,Ocean,NJ,Atlantic Ocean,Kerr Ave beach,39.976013,39.976013,decimal degrees,estimate,74.064301,-74.064301,decimal degrees,estimate,Internet,2013-SEP-28,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2013-1151932,truncatus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,19th Street Beach,39.396136,39.396136,decimal degrees,estimate,74.372816,-74.372816,decimal degrees,estimate,Internet,2013-SEP-30,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1151933,truncatus,NE,United States,Holgate,Ocean,NJ,Atlantic Ocean,Washington Ave and the beach,39.532605,39.532605,decimal degrees,estimate,74.260891,-74.260891,decimal degrees,estimate,Internet,2013-SEP-30,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,YEARLING
NE-2013-1151716,groenlandica,NE,United States,Wall Twp,Monmouth,NJ,Atlantic Ocean,On marsh near Brighton Ave bridge on the bank of the Shark River,40.191102,40.191102,decimal degrees,estimate,74.06006,-74.06006,decimal degrees,estimate,Internet,2013-SEP-07,N,N,Y,Y,N,N,N,N,N,N,,,MALE,YEARLING
NE-2013-1151717,truncatus,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,32nd street beach,39.091429,39.091429,decimal degrees,estimate,74.71811,-74.71811,decimal degrees,estimate,Internet,2013-SEP-10,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1151738,truncatus,NE,United States,Bradley Beach,Monmouth,NJ,Atlantic Ocean,McCabe Ave and the beach,40.203146,40.203146,decimal degrees,estimate,74.005139,-74.005139,decimal degrees,estimate,Internet,2013-SEP-11,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1151739,truncatus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,On the beach north of the 31st street jetty,39.161479,39.161479,decimal degrees,estimate,74.684318,-74.684318,decimal degrees,estimate,Internet,2013-SEP-16,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1151740,truncatus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"Island Beach State Park, north side of the jetty at Barnegat Inlet",39.765181,39.765181,decimal degrees,estimate,74.096566,-74.096566,decimal degrees,estimate,Internet,2013-SEP-17,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1150149,truncatus,NE,United States,Strathmere,Cape May,NJ,Atlantic Ocean,On the beach near Taylor Ave,39.183053,39.183053,decimal degrees,estimate,74.668047,-74.668047,decimal degrees,estimate,Internet,2013-AUG-19,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1154900,truncatus,NE,United States,Sea Bright,Monmouth,NJ,Atlantic Ocean,"South Street beach, directly behind police station",40.361508,40.361508,decimal degrees,estimate,73.972076,-73.972076,decimal degrees,estimate,Internet,2013-SEP-30,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2013-1154901,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,12th street and the beach,39.271801,39.271801,decimal degrees,estimate,74.576149,-74.576149,decimal degrees,estimate,Internet,2013-OCT-04,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1154902,truncatus,NE,United States,Villas,Cape May,NJ,Atlantic Ocean,New York Ave beach,39.028951,39.028951,decimal degrees,estimate,74.943954,-74.943954,decimal degrees,estimate,Internet,2013-OCT-04,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1154903,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,Corsons Inlet Beach at mm16 on Bay Ave,39.208564,39.208564,decimal degrees,estimate,74.655207,-74.655207,decimal degrees,estimate,Internet,2013-OCT-05,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2013-1154904,truncatus,NE,United States,Cape May,Cape May,NJ,Atlantic Ocean,Southernmost border of USCG beach,38.938496,38.938496,decimal degrees,estimate,74.889532,-74.889532,decimal degrees,estimate,Internet,2013-OCT-05,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2013-1151934,truncatus,NE,United States,Tuckerton,Ocean,NJ,Atlantic Ocean,Up on marsh in Great Bay,39.527783,39.527783,decimal degrees,estimate,74.2973,-74.2973,decimal degrees,estimate,Internet,2013-OCT-01,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1151935,truncatus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,80th street and the beach,39.128445,39.128445,decimal degrees,estimate,74.70557,-74.70557,decimal degrees,estimate,Internet,2013-OCT-03,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2013-1151936,truncatus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,48th Street Beach,39.149728,39.149728,decimal degrees,estimate,74.692753,-74.692753,decimal degrees,estimate,Internet,2013-OCT-04,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1151741,truncatus,NE,United States,Spring Lake,Monmouth,NJ,Atlantic Ocean,St. Claire Ave and the beach,40.157977,40.157977,decimal degrees,estimate,74.019696,-74.019696,decimal degrees,estimate,Internet,2013-SEP-01,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1151744,truncatus,NE,United States,Bradley beach,Monmouth,NJ,Atlantic Ocean,Kent Ave and the beach,40.207248,40.207248,decimal degrees,estimate,74.00398,-74.00398,decimal degrees,estimate,Internet,2013-SEP-17,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1151746,truncatus,NE,United States,Stone Harbor,Cape May,NJ,Atlantic Ocean,"Stone Harbor Point, approximately 1/2 way down the beach from the beach entrance to the point",39.029625,39.029625,decimal degrees,estimate,74.775036,-74.775036,decimal degrees,estimate,Internet,2013-SEP-19,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2013-1154905,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,10th Street and the beach,39.273558,39.273558,decimal degrees,estimate,74.572675,-74.572675,decimal degrees,estimate,Internet,2013-OCT-06,N,N,N,N,N,N,N,N,N,N,,,FEMALE,YEARLING
NE-2013-1154907,delphis,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,jetty near East Seaspray Road,39.290765,39.290765,decimal degrees,estimate,74.552227,-74.552227,decimal degrees,estimate,Internet,2013-DEC-26,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1154908,truncatus,NE,United States,Avalon,Cape May,NJ,Atlantic Ocean,30th Street and the beach,39.092702,39.092702,decimal degrees,estimate,74.716948,-74.716948,decimal degrees,estimate,Internet,2013-OCT-07,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1154909,truncatus,NE,United States,Cape May Point,Cape May,NJ,Atlantic Ocean,Brainard Ave and the beach,38.938203,38.938203,decimal degrees,estimate,74.971548,-74.971548,decimal degrees,estimate,Internet,2013-OCT-08,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1151106,truncatus,NE,United States,Seaside Park,Ocean,NJ,Atlantic Ocean,"IBSP, Beach Area 7",39.835598,39.835598,decimal degrees,estimate,74.087947,-74.087947,decimal degrees,estimate,Internet,2013-AUG-13,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1151108,truncatus,NE,United States,"LBI, Beach Haven",Ocean,NJ,Atlantic Ocean,Essex Ave Beach,39.554276,39.554276,decimal degrees,estimate,74.242004,-74.242004,decimal degrees,estimate,Internet,2013-AUG-14,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1151110,truncatus,NE,United States,"LBI, Holgate",Ocean,NJ,Atlantic Ocean,Jacqueline Ave Beach,39.535825,39.535825,decimal degrees,estimate,74.259095,-74.259095,decimal degrees,estimate,Internet,2013-AUG-15,N,N,N,N,N,N,N,N,N,N,,,FEMALE,ADULT
NE-2013-1152115,truncatus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,"North End BEach, approximately 1/2 mile from beach entrance",39.420813,39.420813,decimal degrees,estimate,74.346887,-74.346887,decimal degrees,estimate,Internet,2013-SEP-12,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2014-1156408,grypus,NE,United States,Dewey,Sussex,DE,,Indian River Inlet Bridge; S. Bound Lane; North end,38.610051,38.610051,decimal degrees,actual,75.063534,-75.063534,decimal degrees,actual,GPS,2014-MAR-29,N,N,N,N,N,N,Y,N,N,Y,Animal hit by car,,MALE,PUP/CALF
NE-2014-1156409,grypus,NE,United States,Lewes,Sussex,DE,Atlantic Ocean,Cape Henlopen State Park Bath house,38.785569,38.785569,decimal degrees,estimate,75.086532,-75.086532,decimal degrees,estimate,Internet,2014-APR-10,N,N,N,N,N,N,N,N,Y,N,,,MALE,PUP/CALF
NE-2014-1156410,truncatus,NE,United States,Milton,Sussex,DE,,DE Bay Beach Plum Island near the inlet,38.803096,38.803096,decimal degrees,actual,75.185323,-75.185323,decimal degrees,actual,GPS,2014-APR-08,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,SUBADULT
NE-2013-1150437,truncatus,NE,United States,Rehoboth,Sussex,DE,Atlantic Ocean,"Rehoboth Bay, West Bya Park",38.608556,38.608556,decimal degrees,estimate,75.07539,-75.07539,decimal degrees,estimate,Internet,2013-AUG-23,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2014-1155524,groenlandica,NE,United States,Loch Arbor,Monmouth,NJ,Atlantic Ocean,Edgemont Ave and the beach,40.231127,40.231127,decimal degrees,estimate,73.996593,-73.996593,decimal degrees,estimate,Internet,2014-FEB-09,Y,N,N,N,N,N,Y,Y,N,N,,,MALE,YEARLING
NE-2014-1155525,grypus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,18th Street South and the beach,39.39684,39.39684,decimal degrees,estimate,74.372607,-74.372607,decimal degrees,estimate,Internet,2014-FEB-09,Y,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2013-1151805,grypus,NE,United States,Sea Girt,Monmouth,NJ,Atlantic Ocean,Jetty at The Crescent,40.126746,40.126746,decimal degrees,estimate,74.029509,-74.029509,decimal degrees,estimate,Internet,2013-MAY-13,Y,Y,N,N,N,N,Y,Y,N,N,,,FEMALE,PUP/CALF
NE-2013-1151806,truncatus,NE,United States,Villas,Cape May,NJ,Atlantic Ocean,"Sand flat in Delaware Bay, 400 yards north of Miami Ave",39.040461,39.040461,decimal degrees,estimate,74.936339,-74.936339,decimal degrees,estimate,Internet,2013-MAY-25,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1151807,truncatus,NE,United States,Lower Twp,Cape May,NJ,Atlantic Ocean,"Diamond Beach, in front of the Grand Hotel",38.956949,38.956949,decimal degrees,estimate,74.846663,-74.846663,decimal degrees,estimate,Internet,2013-MAY-30,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2013-1155526,grypus,NE,United States,Ortley Beach,Ocean,NJ,Atlantic Ocean,Fort Ave and the beach,39.952107,39.952107,decimal degrees,estimate,74.068693,-74.068693,decimal degrees,estimate,Internet,2013-FEB-14,N,N,N,N,N,N,Y,Y,N,N,,,MALE,PUP/CALF
NE-2013-1151808,melas,NE,United States,Wildwood Crest,Cape May,NJ,Atlantic Ocean,Preston Ave and the beach,38.961178,38.961178,decimal degrees,estimate,74.840304,-74.840304,decimal degrees,estimate,Internet,2013-JUN-02,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1151812,truncatus,NE,United States,Sea Isle City,Cape May,NJ,Atlantic Ocean,52nd street beach,39.147409,39.147409,decimal degrees,estimate,74.695494,-74.695494,decimal degrees,estimate,Internet,2013-JUN-07,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2014-1156941,grypus,NE,United States,Holgate,Ocean,NJ,Atlantic Ocean,"LBI, south end of the Wildlife Management Area",39.50095595,39.50095595,decimal degrees,estimate,74.3065585,-74.3065585,decimal degrees,estimate,Internet,2014-APR-24,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2014-1156942,delphis,NE,United States,Galloway,Atlantic,NJ,Atlantic Ocean,On Pullen Island/Little Beach,39.4665,39.4665,decimal degrees,estimate,74.319472,-74.319472,decimal degrees,estimate,Internet,2014-APR-25,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2014-1156943,grypus,NE,United States,Brigantine,Atlantic,NJ,Atlantic Ocean,North End Beach,39.431232,39.431232,decimal degrees,estimate,74.33758,-74.33758,decimal degrees,estimate,Internet,2014-APR-25,Y,Y,N,N,N,N,Y,Y,N,N,,,MALE,PUP/CALF
NE-2013-1148292,grypus,NE,United States,Bethany,Sussex,DE,Atlantic Ocean,South side of Indian River Inlet,38.607607,38.607607,decimal degrees,estimate,75.061314,-75.061314,decimal degrees,estimate,Internet,2013-APR-10,N,N,N,Y,N,N,Y,N,N,N,,,FEMALE,PUP/CALF
NE-2014-1157144,grypus,NE,United States,Beach Haven,Ocean,NJ,Atlantic Ocean,"LBI, East Pennsylvania Ave and the beach",39.584229,39.584229,decimal degrees,estimate,74.220257,-74.220257,decimal degrees,estimate,Internet,2014-MAY-06,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2014-1157145,grypus,NE,United States,Ocean City,Atlantic,NJ,Atlantic Ocean,"Ocean City, on Great Egg Inlet, Seacrest Road and the beach",39.296192,39.296192,decimal degrees,estimate,74.552127,-74.552127,decimal degrees,estimate,Internet,2014-MAY-07,N,N,N,N,N,N,N,N,N,N,,,MALE,PUP/CALF
NE-2014-1157148,vitulina,NE,United States,Highlands,Monmouth,NJ,Atlantic Ocean,"Sandy Hook National Park, approximately 200 yards north of beach access on bay side",40.418069,40.418069,decimal degrees,estimate,73.985332,-73.985332,decimal degrees,estimate,Internet,2014-MAY-09,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,PUP/CALF
NE-2013-1151729,truncatus,NE,United States,Ocean City,Cape May,NJ,Atlantic Ocean,on marsh near the fishing area on Stanton Memorial Parkway,39.300618,39.300618,decimal degrees,estimate,74.593982,-74.593982,decimal degrees,estimate,Internet,2013-SEP-08,N,N,N,N,N,N,N,N,N,N,,,FEMALE,
NE-2013-1148359,groenlandica,NE,United States,Milford,Kent,DE,,Big Stone Beach: 1/2 mile north of entrance road,38.48879,38.48879,decimal degrees,actual,75.11909,-75.11909,decimal degrees,actual,GPS,2013-MAY-06,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1148360,phocoena,NE,United States,Dover,Kent,DE,,Port Mahon between fishing pier and point,39.184431,39.184431,decimal degrees,actual,75.401691,-75.401691,decimal degrees,actual,GPS,2013-MAY-05,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,UNKNOWN
NE-2013-1148366,grypus,NE,United States,Milon,Sussex,DE,,Broadkill Beach; Beach Plum Island; 1/2 mi. south of parking lot,38.803731,38.803731,decimal degrees,estimate,75.186481,-75.186481,decimal degrees,estimate,Internet,2013-MAY-02,Y,Y,N,N,N,N,Y,N,N,N,,,MALE,PUP/CALF
NE-2013-1151407,truncatus,NE,United States,Seaside Heights,Ocean,NJ,Atlantic Ocean,Franklin Ave Beach,39.938913,39.938913,decimal degrees,estimate,74.07032,-74.07032,decimal degrees,estimate,Internet,2013-AUG-16,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1151408,truncatus,NE,United States,Strathmere,Cape May,NJ,Atlantic Ocean,Vincent Ave Beach,39.195532,39.195532,decimal degrees,estimate,74.653292,-74.653292,decimal degrees,estimate,Internet,2013-AUG-17,N,N,N,N,N,N,N,N,N,N,,,FEMALE,PUP/CALF
NE-2013-1151409,truncatus,NE,United States,Barnegat Light,Ocean,NJ,Atlantic Ocean,12th street and the beach,39.751818,39.751818,decimal degrees,estimate,74.101101,-74.101101,decimal degrees,estimate,Internet,2013-AUG-17,N,N,N,N,N,N,N,N,N,N,,,FEMALE,SUBADULT
NE-2013-1151410,truncatus,NE,United States,"LBI, Holgate",Ocean,NJ,Atlantic Ocean,Osborne Ave and the beach,39.546031,39.546031,decimal degrees,estimate,74.251228,-74.251228,decimal degrees,estimate,Internet,2013-AUG-17,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2013-1151411,truncatus,NE,United States,Mantoloking,Ocean,NJ,Atlantic Ocean,Lyman Street and the beach,40.050583,40.050583,decimal degrees,estimate,74.04632,-74.04632,decimal degrees,estimate,Internet,2013-AUG-17,N,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
NE-2013-1152798,truncatus,NE,United States,Fenwick Island,Sussex,DE,Atlantic Ocean,Bayard St.,38.45763,38.45763,decimal degrees,actual,75.049024,-75.049024,decimal degrees,actual,GPS,2013-OCT-30,N,N,N,N,N,N,N,N,N,N,,,MALE,SUBADULT
NE-2013-1148371,delphis,NE,United States,Bethany Beach,Sussex,DE,Atlantic Ocean,Sea Colony,38.525556,38.525556,decimal degrees,estimate,75.053333,-75.053333,decimal degrees,estimate,Internet,2013-APR-20,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,
NE-2013-1148372,delphis,NE,United States,Milord,Sussex,DE,,Slaughter beach; Yerkes St. beach access,38.929594,38.929594,decimal degrees,estimate,75.315163,-75.315163,decimal degrees,estimate,Internet,2013-APR-13,N,N,N,N,N,N,N,N,N,N,,,UNKNOWN,ADULT
NE-2014-1157157,breviceps,NE,United States,Dewey,Sussex,DE,Atlantic Ocean,300 yards north of the Indian River Lifesaving Station,38.639444,38.639444,decimal degrees,actual,75.065833,-75.065833,decimal degrees,actual,GPS,2014-MAY-25,Y,N,N,N,N,N,N,N,N,N,,,MALE,ADULT
